Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Type,Expenditure Type,
HMRC,HMRC,16/11/2015,Training Costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900312204,"£167,402.67",Employee Training,DL1 9HN,,,,,
HMRC,HMRC,16/11/2015,Bus. Form Printing,PT Director,FUJITSU SERVICES LTD,5100063044,£947.06,S07 Laser printing costs.  Limit Order approved by Ruth Owen and follows Ex-com decision to move all HMRC Output Management costs into PT Director,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Bus. Form Printing,PT Director,FUJITSU SERVICES LTD,5100063044,"£2,786.99",S07 Laser printing costs.  Limit Order approved by Ruth Owen and follows Ex-com decision to move all HMRC Output Management costs into PT Director,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£6,362.83",Fujitsu Oct-15 invoice for FAST-GC hosting services,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Disaster recovery,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£13,848.18",Fujitsu October-15 Invoice Charges for S11 Business Continuity and Disaster Recovery,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£14,223.23",Fujitsu Oct-15 invoice charges for S40.813 VME ex C&E storage charge,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£19,526.63",Fujitsu Oct-15 invoice for FAST-DB hosting services,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£20,972.94",Fujitsu October 15 Invoice charges for S03.999 BancTec Input Services - variable charges,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Telephone Support,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£30,567.29",Fujitsu October-15 invoice charges for Contact Centre Service,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£47,564.09",Fujitsu October 15 Invoice charges for S03.11 Caseflow,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£66,788.26",Fujitsu Oct-15 invoice charges for S04.806 Dark Fibre,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£69,304.56",Fujitsu October 15 Invoice charges for S03.1 Manual Input,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£71,972.60",Fujitsu October 15 Invoice charges for S03.5 BancTec Input Services - fixed costs,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£120,345.73",Fujitsu October 15 Invoice charges for S03.4 Fraud and Error,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£173,259.54",Fujitsu Oct-15 invoice for FAST-DA hosting services,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£204,022.00",Fujitsu Oct-15 invoice charges for S04.811 VME ex IR storage charge,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data input or prep,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£234,121.21",Fujitsu October 15 Invoice charges for S03.2 Scanned Input,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Sys Software Maint,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£255,523.90",Fujitsu October charge for S02.11 Iclipse,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Disaster recovery,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£374,925.18",Fujitsu October-15 Invoice Charges for S11 Business Continuity and Disaster Recovery,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Bus. Form Printing,PT Director,FUJITSU SERVICES LTD,5100063044,"£386,907.96",S07 Laser printing costs.  Limit Order approved by Ruth Owen and follows Ex-com decision to move all HMRC Output Management costs into PT Director,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Maintenance fees,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£426,412.42",Fujitsu Oct-15 invoice for FAST-P hosting services,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Management Agreement,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£545,890.49",Fujitsu October 15 invoice Charge for Management of Agreement,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£866,318.23",Fujitsu Oct-15 invoice charges for S04.809 MVS,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£907,577.70",Fujitsu Oct-15 invoice charges for S04.812 VME ex C&E CPU hours charge,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Bus. Form Printing,PT Director,FUJITSU SERVICES LTD,5100063044,"£1,413,915.38",S07 Laser printing costs.  Limit Order approved by Ruth Owen and follows Ex-com decision to move all HMRC Output Management costs into PT Director,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£1,688,624.86",Fujitsu Oct-15 invoice charges for S04.801 HMRC storage & backup,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£1,800,603.86",Fujitsu Oct-15 invoice charges for S04.810 VME ex IR CPU hours charge,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£1,984,651.44",Fujitsu Oct-15 invoice charges for S04.802 HMRC software,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£2,198,793.00",Fujitsu Oct-15 invoice charges for S04.807 Customer Specific Charges HMRC,W1U 3BW,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100063044,"£4,708,211.92",Fujitsu Oct-15 invoice charges for S04.800 HMRC servers & payloads,W1U 3BW,,,,,
HMRC,HMRC,16/11/15,Software Coding,Information Management Services,CAPGEMINI,5100063047,"£865,565.18",Capgemini invoice charge for IT Softward changes to support day to day HMRC business,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100063052,£0.58,Cap Gemini October-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100063052,£15.96,Cap Gemini October-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,£41.68,Capgemini Oct 15 Invoice charges for S05.72 Becrypt Disc Protect,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Conference Calling,Information Management Services,CAPGEMINI,5100063052,£106.61,CapGemini October-15 invoice for Call Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,£126.41,Capgemini Oct 15 Invoice charges for S05.63 SRAS Support (includes VOA),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,£602.16,Capgemini Oct 15 Invoice charges for  S05.104 M3035xs - MFD (MPS),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Conference Calling,Information Management Services,CAPGEMINI,5100063052,£639.32,CapGemini October-15 invoice for Call Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Conference Calling,Information Management Services,CAPGEMINI,5100063052,£665.47,CapGemini October-15 invoice for Call Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,£772.72,Capgemini Oct 15 Invoice charges for S05.64 3G Provisioning,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Conference Calling,Information Management Services,CAPGEMINI,5100063052,£826.08,CapGemini October-15 invoice for Call Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100063052,£909.97,Cap Gemini October-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Conference Calling,Information Management Services,CAPGEMINI,5100063052,£951.34,CapGemini October-15 invoice charge to provide video conferencing services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£1,053.89",Capgemini Oct 15 Invoice charges for S05.84 Firewall Manager & Analyser,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£1,268.66",Capgemini Oct 15 Invoice charges for S05.67 Becrypt Licences - support,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Conference Calling,Information Management Services,CAPGEMINI,5100063052,"£1,705.22",CapGemini October-15 invoice for Call Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£1,762.02",Capgemini Oct 15 Invoice charges for S05.328 FAP Price During Dual Running Period - CCN960,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£2,036.12",Capgemini Oct 15 Invoice charges for S05.66 Hard disk Encryption Associations,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Conference Calling,Information Management Services,CAPGEMINI,5100063052,"£2,136.64",CapGemini October-15 invoice for Call Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£2,695.63",Capgemini Oct 15 Invoice charges for S05.26 Category E Uplift,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£3,528.13",Capgemini Oct 15 Invoice charges for S05.71 HDE Service,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£3,732.36",Capgemini Oct 15 Invoice charges for S05.56 CCN766,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Software licences,Information Management Services,CAPGEMINI,5100063052,"£4,028.36",Capgemini passthrough charge for Cisco Webex licence renewal,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£5,323.22",Capgemini Oct 15 Invoice charges for S05.89 Mobile & BB Service Wrapper,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Cloud & Collab,Information Management Services,CAPGEMINI,5100063052,"£5,468.46",Capgemini October 15 Invoice charges for Cloud & Collaboration Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£6,957.82",Capgemini Oct 15 Invoice charges for S05.50 Whitemail SSI Support,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£7,015.90",Capgemini Oct 15 Invoice charges for S05.90 Sealed Units Service Model,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£7,645.85",Capgemini Oct 15 Invoice charges for S05.83 Firewalls & Managers,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100063052,"£8,299.38",Cap Gemini October-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£9,177.77",Capgemini Oct 15 Invoice charges for S05.65 3G Support,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Software Licences,Information Management Services,CAPGEMINI,5100063052,"£11,120.84",Capgemini Passthrough charge for Experian licence renewal,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£12,021.98",Capgemini Oct 15 Invoice charges for  S05.103 CP3525x - A4 colour (MPS),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100063052,"£12,100.85",Cap Gemini October-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£13,155.17",Capgemini Oct 15 Invoice charges for  S05.322 LIS Device Maintenance,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£16,303.20",Capgemini Oct 15 Invoice charges for  S05.320 Central Storage Service Wrapper,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£19,237.45",Capgemini Oct 15 Invoice charges for  S05.102 CP2025dn - A4 colour (payslip) (MPS),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£20,379.84",Capgemini Oct 15 Invoice charges for S05.60 Blackberry Provisioning (includes UKBA),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£22,578.32",Capgemini Oct 15 Invoice charges for  S05.57 FAP Tape Collection Service (CCN844),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£22,960.39",Capgemini Oct 15 Invoice charges for  S05.107 M4345x - A4 mono MFD (MPS),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100063052,"£23,405.53",Cap Gemini October-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Software Licences,Information Management Services,CAPGEMINI,5100063052,"£25,663.58",Capgemini Passthrough charge for Experian licence renewal,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£26,390.46",Capgemini Nov-15 invoice for MOIS 3rd Party indirect overhead transitioning staff costs ,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£26,922.55",Capgemini Oct 15 Invoice charges for  S05.58 CableTalk,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£29,985.76",Capgemini Oct 15 Invoice charges for S05.59 Enhanced Support of Government Banking Service - (ccn 821),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Software Licences,Information Management Services,CAPGEMINI,5100063052,"£31,615.99",Capgemin passthrough charge for Connect Warm Support,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£35,767.76",Capgemini Oct 15 Invoice charges for  S05.11 Confidential Workstation Uplift,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Physical Data Transf,Information Management Services,CAPGEMINI,5100063052,"£43,169.26",Cap Gemini Invoice Charges for S13 Managed Data Transfer Service,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£43,289.21",Capgemini Oct 15 Invoice charges for  S05.401 Input Output BC ICLipse and NPS Support,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100063052,"£47,459.74",Cap Gemini October-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100063052,"£51,891.89",Cap Gemini October-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£52,966.98",Capgemini Sep 15 Invoice charges for  S05.999 Passthrough,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£57,892.68",Capgemini Oct 15 Invoice charges for S05.68 15AN - UKBA Support Service,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£58,975.81",Capgemini Oct 15 Invoice charges for S05.80 Enhanced SRS - Ongoing run service charge,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Cloud & Collab,Information Management Services,CAPGEMINI,5100063052,"£59,319.79",Capgemini October 15 Invoice charges for Cloud & Collaboration Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100063052,"£63,915.91",Cap Gemini October-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£64,410.71",Capgemini Oct 15 Invoice charges for  S05.321 WAN Device Maintenance,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Software Licences,Information Management Services,CAPGEMINI,5100063052,"£68,421.47",Capgemini Passthrough charge for Experian licence renewal,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£73,200.00",Capgemini Oct 15 Invoice charges for  S05.81 Ongoing consumables,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£73,432.57",Capgemini Oct 15 Invoice charges for S05.7 File and Print Servers,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Conference Calling,Information Management Services,CAPGEMINI,5100063052,"£76,137.00",CapGemini October-15 invoice charge to provide video conferencing services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£81,711.55",Capgemini Oct 15 Invoice charges for S05.82 Enhanced Networks Service,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£81,913.38",Capgemini Oct 15 Invoice charges for  S05.54 DMB Remote & Mobile Service,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Conference Calling,Information Management Services,CAPGEMINI,5100063052,"£86,015.54",CapGemini October-15 invoice for Call Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Software Licences,Information Management Services,CAPGEMINI,5100063052,"£95,514.56",Capgemini Passthrough charge for Weblogic licence renewal,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£95,643.66",Capgemini Oct 15 Invoice charges for  S05.105 M5035xs - A3 mono MFD  (MPS),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£127,393.82",Capgemini Oct 15 Invoice charges for  S05.106 P4015x - A4 mono (MPS),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£136,278.91",Capgemini Oct 15 Invoice charges for  S05.101 CM6040f - A3 colour MFD (MPS),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£141,691.52",Capgemini Oct 15 Invoice charges for  S05.27 Enhanced Support - CCN1060 (Buildings),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Software Licences,Information Management Services,CAPGEMINI,5100063052,"£143,332.27",Capgemini Passthrough charge for 17BA ATOS,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£158,082.49",Capgemini Oct 15 Invoice charges for S05.61 Blackberry Support (includes UKBA),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,EDI design,Information Management Services,CAPGEMINI,5100063052,"£171,999.24",CapGemini October 15 Invoice charges for S10 EDI,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Management Agreement,Information Management Services,CAPGEMINI,5100063052,"£177,346.66",CapGemini October 15 invoice Charge for Management of Agreement,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£211,803.05",Capgemini Oct 15 Invoice charges for  S05.200 MOIS Lifecycle Management MOIS Software Asset,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£240,000.00",Capgemini Oct 15 Invoice charges for  S05.199 Ongoing consumables (toner and maintenance kit) charge for MPS (Managed Print Service),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£284,374.45",Capgemini Oct 15 Invoice charges for S05.100 Managed Print Service - Ongoing Run Service Charge,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£297,028.36",Capgemini Oct 15 Invoice charges for S05.02 Mobile Workstation Seat Charge,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Management Agreement,Information Management Services,CAPGEMINI,5100063052,"£303,587.08",CapGemini October 15 invoice Charge for Management of Agreement,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Management Agreement,Information Management Services,CAPGEMINI,5100063052,"£328,227.28",CapGemini October 15 invoice Charge for Management of Agreement,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Software Licences,Information Management Services,CAPGEMINI,5100063052,"£329,955.79",Capgemini Passthrough charge for 25CZ Licence renewal,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Database analysis,Information Management Services,CAPGEMINI,5100063052,"£349,479.25",Capgemini Oct-15 invoice charges for analysis and research service charge,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Elect Data Transf,Information Management Services,CAPGEMINI,5100063052,"£379,020.66",Cap Gemini Invoice Charges for S13 Managed Data Transfer Service,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Telephone Support,Information Management Services,CAPGEMINI,5100063052,"£429,764.17",CapGemini October-15 invoice charges for Contact Centre Service,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£431,594.48",Capgemini Oct 15 Invoice charges for S05.70 Managed Desktop Service,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Software licences,Information Management Services,CAPGEMINI,5100063052,"£497,296.54",Capgemini Passthrough charge for Oracle Licence renewal,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£556,329.50",Capgemini Sep 15 Invoice Charges for S06 Small MAC - Move Add and Change of IT kit around the estate,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£558,984.77",Capgemini Oct 15 Invoice charges for  S05.301 Managed Desktop Tranche 2 PCs,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Management Agreement,Information Management Services,CAPGEMINI,5100063052,"£765,787.06",CapGemini October 15 invoice Charge for Management of Agreement,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£912,534.02",Capgemini Oct 15 Invoice charges for  S05.201 MOIS Legacy Contracts and MOIS New Contracts,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Management Agreement,Information Management Services,CAPGEMINI,5100063052,"£1,092,644.24",Capgemini Nov-15 invoice for the CG staff Indirect and Delivery overhead costs,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£1,165,089.17",Capgemini Oct 15 Invoice charges for S05.888 Hardware Consumables,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£1,345,948.28",Capgemini Oct 15 Invoice charges for S05.202 MOIS Project Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£1,694,446.70",Capgemini Oct 15 invoice charges for S05.OPS1 Service Operations,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Network Voice Serv,Information Management Services,CAPGEMINI,5100063052,"£1,700,408.41",Cap Gemini October-15 invoice charge for Communication Voice Services,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,WAN maint or supp,Information Management Services,CAPGEMINI,5100063052,"£1,736,430.56",CapGemini October-15 invoice for Wide Area Network,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Management Agreement,Information Management Services,CAPGEMINI,5100063052,"£1,983,675.67",Capgemini Nov-15 invoice for the CG staff Indirect and Delivery overhead costs,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Desktop Managed Serv,Information Management Services,CAPGEMINI,5100063052,"£2,161,379.81",Capgemini Oct 15 Invoice charges for S05.01 Standard Workstation Seat (Desktop),TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Management Agreement,Information Management Services,CAPGEMINI,5100063052,"£2,449,226.03",CapGemini October 15 invoice Charge for Management of Agreement,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Sys Software Maint,Information Management Services,CAPGEMINI,5100063052,"£4,619,797.45",Capgemini October Charge for S02 function points ,TF3 3BD,,,,,
HMRC,HMRC,16/11/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100063603,"£25,146.00",Essential works carried out at Litherland House Liverpool,WD17 1HN,,,,,
HMRC,HMRC,16/11/2015,Min AW non-struc VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100063725,"£31,000.32",Essential works carried out at Holland House Bournemouth,WD17 1HN,,,,,
HMRC,HMRC,16/11/2015,Debt coll serv (DEL),Debt Management & Banking,TDX GROUP LTD,5100064450,"£288,400.62",Debt Collection Services,NG1 5FS,,,,,
HMRC,HMRC,16/11/15,Data Purchases,Risk & Intelligence,TREBLE 5 TREBLE 1 LTD,5100064454,"£36,000.00",Annual HMRC payment to Crimestoppers. Crimestoppers is a charity funded through donations from UK police forces and the main national law enforcement agencies. Through the free-phone and online services Crimestoppers provides a route for the public to volunteer anonymous information to all agencies. As one of the key law enforcement partners HMRC supports Crimestoppers and receives intelligence which may be used to investigate tax evasion and serious organised crime. ,SM6 6BG,,,,,
HMRC,HMRC,16/11/2015,Fst Strm Traing Cost,Civil Service Resourcing,CAPITA BUSINESS SERVICES LTD,5100064474,"£67,082.73",General Fast Stream Induction event - delivery costs,DL1 9HN,,,,,
HMRC,HMRC,16/11/2015,Fst Strm Traing Cost,Civil Service Resourcing,CHARTERED INSTIT OF PURCH & SUPPLY,5100064479,"£28,800.00",Commercial Fast Stream Course Fees for Module 3 & Marking Costs for Assignment 2,PE9 3NZ,,,,,
HMRC,HMRC,16/11/2015,Legal Service Sol's,Solicitors Office,HOWES PERCIVAL SOLICITORS,5100064502,"£94,247.88",Costs incurred by Solicitors working on behalf of HMRC,NR3 1DD,,,,,
HMRC,HMRC,16/11/2015,Data storage service,Information Management Services,FUJITSU SERVICES LTD,5100064541,"-£72,000.00",Credit to allow Fujitsu flat file to be posted. Offsetting correction journal raised 20.11.2015,W1U 3BW,,,,,
