Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,24/03/2015,Storage (non enfmnt),Benefits & Credits Delivery,IRON MOUNTAIN (UK) LTD,5100096584,"32,033.59",Secure storage of Tax Credit Claims/Papers,EH54 7DF,,,,
HMRC,HMRC,24/03/2015,Network Voice Serv,Information Management Services,Vodafone Limited,5100096596,"81,636.00",Vodafone Feb-15 invoice charges for Communication Services,RG14 5FF,,,,
HMRC,HMRC,25/03/2015,Training costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900461469,"194,687.22",Employee Training,DL1 9HN,,,,
HMRC,HMRC,25/03/2015,Hardware maintenance,Information Management Services,FUJITSU SERVICES LTD,5100093237,"631,591.23",Fujitsui Feb-15 Invoice charges for Contract payment  for the Customs Handling Inward Export Freight systems including ASN and LUCAS,W1U 3BW,,,,
HMRC,HMRC,25/03/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100096283,"49,455.38",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,25/03/2015,Proprietry sys maint,Information Management Services,DWP,5100096397,"151,531.90",Charges for Live running testing support maintenance or changes to the child benefit computer system. ,CF14 3UW,,,,
HMRC,HMRC,25/03/2015,Gov Bank Serv Charge,Finance & Internal Audit,HSBC BANK PLC,5100096507,"46,068.00",Cash management solution provided by HSBC,E14 5HQ,,,,
HMRC,HMRC,25/03/2015,Gov Bank Serv Charge,Finance & Internal Audit,RBS - NATWEST,5100096799,"55,640.33",Monthly bank charges for tax credits and Child Benefit payments by Post Office card account (POca).,EC2M 4RB,,,,
HMRC,HMRC,25/03/2015,Staff on loan to CSR,Civil Service Resourcing,HOME OFFICE,5100096879,"62,028.86",Salary costs for staff working in Home Office on Fast Track Apprenticeships Sept14 - Jan15,NP20 9BB,,,,
HMRC,HMRC,25/03/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100096882,"146,744.36",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,25/03/2015,Telephone Support,Information Management Services,KCOM GROUP PLC,5100096884,"458,576.40",Set up charges for replacement Contact Centre Service,HU1 3RE,,,,
HMRC,HMRC,25/03/2015,Proprietry sys maint,Information Management Services,DWP,5100096885,"103,600.00",Government Gateway Dedicated Services RTI Fixed Costs - Dec 14,CF14 3UW,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,752.4,Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"2,126.40",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"2,694.00",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"3,464.40",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"5,745.60",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"6,373.20",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"6,524.40",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"7,068.00",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"9,247.20",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"12,444.00",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"13,306.80",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,Research (VAT rec),Information Management Services,TNS - BMRB,5100096918,"26,499.60",Digital projects engage with the contractor on a call on / off basis to obtain Customer / User research on Digital Services whilst they are being developed. ,W5 1UA,,,,
HMRC,HMRC,25/03/2015,100 PS Service Charg,Estates & Support Services,EXCHEQUER PARTNERSHIP PLC,5100096965,"2,464,113.84",Monthly charge for fully serviced accommodation at 100 Parliament Street London,M41 7HG,,,,
HMRC,HMRC,26/03/2015,CHURN,Estates & Support Services,G4S INTEGRATED SERVICES (UK) LTD,5100094896,"112,825.08",Charge relates to heating system at Trinity Bridge under the G4S Facilities Management Contract.,S81 7QF,,,,
HMRC,HMRC,26/03/2015,Research (VAT rec),Business Customer & Strategy,IPSOS MORI UK LTD,5100097013,"34,910.40",Small business choice research,SE1 1PY,,,,
HMRC,HMRC,26/03/2015,Proprietry sys maint,Information Management Services,DWP,5100097046,"135,683.56",Government Gateway PIN and User ID Card Production - Jan 15,CF14 3UW,,,,
HMRC,HMRC,26/03/2015,Research (VAT rec),Knowledge Analysis & Intelligence,TNS - BMRB,5100097065,"27,048.00",Research to understand the impact of taxation cycles on the business experience and compliance behaviour of small and medium sized enterprises,W5 1UA,,,,
HMRC,HMRC,26/03/2015,Proprietry sys maint,Information Management Services,DWP,5100097137,"65,633.32",Government Gateway PIN and User ID Card Production - Dec 14,CF14 3UW,,,,
HMRC,HMRC,26/03/2015,Document destruction,Estates & Support Services,BANNER BUSINESS SERVICES LTD,5100097179,"8,236.68",Monthly charge for secure destruction of confidentially marked waste,NR3 1PD,,,,
HMRC,HMRC,26/03/2015,Document destruction,Estates & Support Services,BANNER BUSINESS SERVICES LTD,5100097179,"50,596.73",Monthly charge for secure destruction of confidentially marked waste,NR3 1PD,,,,
HMRC,HMRC,26/03/2015,Court Fees,Debt Management & Banking,THE INSOLVENCY SERVICE,5100097180,"133,815.00",Court Fees,B4 6FD,,,,
HMRC,HMRC,26/03/2015,Electricity,Estates & Support Services,EDF ENERGY,5100097184,"311,301.02",Utility payment,EX1 3UT,,,,
HMRC,HMRC,26/03/2015,Research (VAT rec),PT Customer Product & Process,IFF RESEARCH LTD,5100097189,"26,400.00",2014 Survey of Agents of High Net Worth Individuals ,N1 6DD,,,,
HMRC,HMRC,26/03/2015,Mail and Fulfilment,PT Customer Product & Process,WILLIAMS LEA LTD,5100097209,"34,449.82",Provision of printed forms for use in operation of  Income Tax regime,WF6 1TN,,,,
HMRC,HMRC,27/03/2015,STEPS FUP VAT recvbl,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,1700029644,"-43,080.36",Credit rec'd from HMRC's PFI service provider.,WD17 1HN,,,,
HMRC,HMRC,27/03/2015,STEPS FUP VAT recvbl,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,1700029644,"-1,137.29",Credit rec'd from HMRC's PFI service provider.,WD17 1HN,,,,
HMRC,HMRC,27/03/2015,Maj AW struc non-VAT,Estates & Support Services,MAPELEY STEPS CONTRACTOR LTD,5100094440,"75,044.59",Essential works carried out to facilitate the vacation of Reynolds House Telford,WD17 1HN,,,,
HMRC,HMRC,27/03/2015,Dept forms Non Stock,Solicitors Office,WILLIAMS LEA LTD,5100097227,"45,640.31",Printing services connected to a legal case,WF6 1TN,,,,
HMRC,HMRC,27/03/2015,Storage (non enfmnt),Estates & Support Services,DERWENT FACILITIES MANAGEMENT LTD,5100097239,"9,308.76",Monthy charge for facilities management,HG2 8QT,,,,
HMRC,HMRC,27/03/2015,Storage (non enfmnt),Estates & Support Services,DERWENT FACILITIES MANAGEMENT LTD,5100097239,"57,182.35",Monthy charge for facilities management,HG2 8QT,,,,
HMRC,HMRC,27/03/2015,Debt coll serv (DEL),Debt Management & Banking,DRYDENSFAIRFAX SOLICITORS,5100097253,"61,258.46",Debt Collection Services,LS2 8BX,,,,
HMRC,HMRC,27/03/2015,Hardware maintenance,Risk & Intelligence,THE NATIONAL CRIME AGENCY,5100097272,"31,539.89",Supply of intelligence data from NCA for HMRC Connect database,NW1W 9LA,,,,
