DEPARTMENT|ENTITY|PAYMENTDATE|SUPPLIER|TRANSACTIONNO|AMOUNT|EXPENSETYPE|EXPENSEAREA
BIS|HEFCE|16/08/2013|JISC|GPROSTD342846|1,346,365.00|JISC Capital (R)|JISC NAH
BIS|HEFCE|16/08/2013|Keele University|GPROSTD327837|98,275.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Keele University|GPROSTD332489|64,686.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Keele University|GPROSTD334233|84,241.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Keele University|GPROSTD336051|1,978,789.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Keele University|GPROSTD338184|930,031.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Keele University|GPROSTD339201|27,864.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Keele University|GPROSTD339860|115,000.00|Revolving Green Fund|RIS policy team
BIS|HEFCE|16/08/2013|Keele University|GPROSTD340418|468,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Kent LEA|GPROSTD328671|40,209.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|King's College|GPROSTD235003|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/08/2013|King's College|GPROSTD309265|29,405.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/08/2013|King's College|GPROSTD327839|1,034,175.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|King's College|GPROSTD332491|168,462.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|King's College|GPROSTD332859|36,088.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|King's College|GPROSTD334251|321,247.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|King's College|GPROSTD336105|8,087,166.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|King's College|GPROSTD338202|8,679,932.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|King's College|GPROSTD339219|106,254.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|King's College|GPROSTD340421|924,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|King's College|GPROSTD342853|500,000.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Kingston College|GPROSTD336096|53,135.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Kingston College|GPROSTD340420|30,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Kingston LEA|GPROSTD328672|51,423.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Kingston University|GPROSTD327840|35,107.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Kingston University|GPROSTD332492|167,521.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Kingston University|GPROSTD334260|102,693.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Kingston University|GPROSTD336114|4,711,939.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Kingston University|GPROSTD338211|458,173.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Kingston University|GPROSTD339228|33,966.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Kingston University|GPROSTD340422|1,392,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Kirklees College|GPROSTD336141|82,373.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Kirklees Council|GPROSTD328673|98,160.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Lakes College|GPROSTD336159|53,703.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Lancashire LEA|GPROSTD328674|162,798.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Lancaster University|GPROSTD314807|32,956.00|SDF Recurrent|RIS policy team
BIS|HEFCE|16/08/2013|Lancaster University|GPROSTD327841|286,220.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Lancaster University|GPROSTD332493|68,638.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Lancaster University|GPROSTD334269|249,403.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Lancaster University|GPROSTD336168|1,761,602.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Lancaster University|GPROSTD338220|2,693,473.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Lancaster University|GPROSTD339237|82,491.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Lancaster University|GPROSTD340425|684,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Leader Foundation HE|GPROSTD326828|32,000.00|Promoting Efficiency|LGM
BIS|HEFCE|16/08/2013|Leeds City College|GPROSTD333197|25,486.00|Capital for FECs|E&P policy team
BIS|HEFCE|16/08/2013|Leeds City College|GPROSTD336213|386,077.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Leeds City College|GPROSTD340430|180,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Leeds College of Art|GPROSTD336186|254,568.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Leeds College of Art|GPROSTD340427|120,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Leeds LEA|GPROSTD328675|211,983.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Leeds Met University|GPROSTD332495|153,709.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Leeds Met University|GPROSTD334287|169,213.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Leeds Met University|GPROSTD336204|3,397,731.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Leeds Met University|GPROSTD338238|249,729.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Leeds Met University|GPROSTD339255|55,967.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Leeds Met University|GPROSTD340429|1,488,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Leeds Trinity Uni|GPROSTD337446|352,652.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Leeds Trinity Uni|GPROSTD340532|225,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Leicester College|GPROSTD336222|65,173.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Leicester College|GPROSTD340431|39,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Leics LEA|GPROSTD328676|221,298.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Lewisham College|GPROSTD336240|25,674.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Lincoln College|GPROSTD336258|49,959.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Lincoln College|GPROSTD340434|42,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Liverpool Com Colleg|GPROSTD335412|78,669.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Liverpool Com Colleg|GPROSTD340368|57,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Liverpool Hope Uni|GPROSTD332501|47,508.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Liverpool Hope Uni|GPROSTD334323|77,200.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Liverpool Hope Uni|GPROSTD336276|952,709.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Liverpool Hope Uni|GPROSTD338274|42,414.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Liverpool Hope Uni|GPROSTD339291|25,534.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Liverpool Hope Uni|GPROSTD340436|345,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Liverpool Inst PA|GPROSTD336294|278,357.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Liverpool Inst PA|GPROSTD340438|60,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Liverpool John Moore|GPROSTD327847|87,849.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Liverpool John Moore|GPROSTD332502|157,117.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Liverpool John Moore|GPROSTD334314|218,835.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Liverpool John Moore|GPROSTD336267|4,149,586.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Liverpool John Moore|GPROSTD338265|522,638.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Liverpool John Moore|GPROSTD339282|72,381.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Liverpool John Moore|GPROSTD340435|1,371,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Liverpool LEA|GPROSTD328678|259,689.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|London Bus School|GPROSTD327850|33,074.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|London Bus School|GPROSTD334350|321,247.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|London Bus School|GPROSTD338310|538,360.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|London Bus School|GPROSTD339318|106,254.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|London Met Uni|GPROSTD327853|39,554.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|London Met Uni|GPROSTD328719|267,537.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|London Met Uni|GPROSTD332506|126,535.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|London Met Uni|GPROSTD334368|174,405.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|London Met Uni|GPROSTD336348|3,436,453.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|London Met Uni|GPROSTD338337|397,611.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|London Met Uni|GPROSTD339336|57,685.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|London Met Uni|GPROSTD340441|1,203,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|London PFA|GPROSTD328679|139,350.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|London Sch Economics|GPROSTD327851|195,943.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|London Sch Economics|GPROSTD332505|27,197.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|London Sch Economics|GPROSTD334359|190,212.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|London Sch Economics|GPROSTD336330|584,051.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|London Sch Economics|GPROSTD338319|2,521,341.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|London Sch Economics|GPROSTD339327|62,913.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|London Sch Economics|GPROSTD340440|267,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|London Sch Economics|GPROSTD342868|230,945.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|London Sch Hygiene|GPROSTD327852|290,792.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|London Sch Hygiene|GPROSTD336339|505,406.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|London Sch Hygiene|GPROSTD338328|2,729,905.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|London South Bank|GPROSTD327854|36,799.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|London South Bank|GPROSTD328720|53,967.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|London South Bank|GPROSTD332507|99,534.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|London South Bank|GPROSTD334377|91,023.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|London South Bank|GPROSTD336357|3,072,462.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|London South Bank|GPROSTD338346|295,211.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|London South Bank|GPROSTD339345|30,107.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|London South Bank|GPROSTD340442|744,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Loughborough College|GPROSTD336375|215,879.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Loughborough College|GPROSTD340444|66,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Loughborough Uni|GPROSTD327855|347,395.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Loughborough Uni|GPROSTD332508|109,297.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Loughborough Uni|GPROSTD334395|184,382.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Loughborough Uni|GPROSTD336384|3,166,169.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Loughborough Uni|GPROSTD338364|3,191,674.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Loughborough Uni|GPROSTD339363|60,986.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Loughborough Uni|GPROSTD340445|888,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Loughborough Uni|GPROSTD342869|230,209.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|LSTM|GPROSTD342773|570,757.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Macclesfield College|GPROSTD336402|107,506.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Manchester College|GPROSTD336429|367,240.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Manchester College|GPROSTD340449|219,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Manchester Cty Couni|GPROSTD328680|336,588.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Manchester Met|GPROSTD327857|61,160.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Manchester Met|GPROSTD332510|211,401.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Manchester Met|GPROSTD334413|155,828.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Manchester Met|GPROSTD336411|5,409,417.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Manchester Met|GPROSTD338382|795,202.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Manchester Met|GPROSTD339381|51,540.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Manchester Met|GPROSTD340447|2,007,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Mid'brough Council|GPROSTD328681|48,093.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Middlesex University|GPROSTD327858|36,138.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Middlesex University|GPROSTD332511|114,215.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Middlesex University|GPROSTD334431|63,405.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Middlesex University|GPROSTD336438|3,686,269.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Middlesex University|GPROSTD338400|388,940.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Middlesex University|GPROSTD340450|1,182,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Mid Kent Coll of H&f|GPROSTD336447|68,219.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Mid Kent Coll of H&f|GPROSTD340451|84,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|MIlton Keynes Colleg|GPROSTD336456|27,115.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Moulton College|GPROSTD336465|78,883.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Moulton College|GPROSTD340452|48,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Myerscough College|GPROSTD336474|32,998.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Myerscough College|GPROSTD340453|27,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Newcastle College|GPROSTD333207|44,693.00|Capital for FECs|E&P policy team
BIS|HEFCE|16/08/2013|Newcastle College|GPROSTD336501|459,786.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Newcastle College|GPROSTD340456|261,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Newcastle LEA|GPROSTD328682|111,918.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|New College Durham|GPROSTD336492|173,673.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|New College Durham|GPROSTD340455|102,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|New College Notts|GPROSTD336510|130,544.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|New College Notts|GPROSTD340457|99,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|New College Stamford|GPROSTD337248|59,350.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Newham College|GPROSTD336519|61,212.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Newham College|GPROSTD340458|93,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Newman Uni College|GPROSTD336528|368,199.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Newman Uni College|GPROSTD340459|174,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Northbrook College|GPROSTD336564|235,209.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Northbrook College|GPROSTD340461|129,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|North East Surrey|GPROSTD320511|96,545.00|Teaching 12-13|E&P policy team
BIS|HEFCE|16/08/2013|North East Surrey|GPROSTD336591|105,065.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|North East Surrey|GPROSTD340464|33,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|North East Worcs Col|GPROSTD336582|51,145.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|North East Worcs Col|GPROSTD340463|39,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|North Lindsey Coll|GPROSTD336573|188,497.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|North Lindsey Coll|GPROSTD340462|66,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Northum'lnd LEA|GPROSTD328685|47,676.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Northumberland Coll|GPROSTD336627|27,159.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|North West London|GPROSTD336663|31,512.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Norwich City College|GPROSTD336681|45,867.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Norwich City College|GPROSTD340469|81,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Norwich Uni Arts|GPROSTD336609|462,871.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Norwich Uni Arts|GPROSTD340466|147,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Nottingham Trent Uni|GPROSTD327863|50,626.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Nottingham Trent Uni|GPROSTD332518|166,269.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Nottingham Trent Uni|GPROSTD334467|95,432.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Nottingham Trent Uni|GPROSTD336690|4,380,722.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Nottingham Trent Uni|GPROSTD338454|570,341.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Nottingham Trent Uni|GPROSTD339435|31,564.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Nottingham Trent Uni|GPROSTD340470|1,719,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Notts LEA|GPROSTD328687|174,729.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|NUS|GPROSTD333758|211,250.00|Catalyst Fund|RIS policy team
BIS|HEFCE|16/08/2013|N Warwick & Hinckley|GPROSTD336645|50,940.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Oldham College|GPROSTD336717|95,310.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Oldham College|GPROSTD340472|69,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Open University|GPROSTD327864|163,927.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Open University|GPROSTD332519|419,885.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Open University|GPROSTD334485|107,083.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Open University|GPROSTD336726|12,973,854.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Open University|GPROSTD338472|1,457,663.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Open University|GPROSTD339453|35,418.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Open University|GPROSTD340473|3,543,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Oxford Brookes Univ|GPROSTD327867|54,851.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Oxford Brookes Univ|GPROSTD332522|89,628.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Oxford Brookes Univ|GPROSTD334512|184,595.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Oxford Brookes Univ|GPROSTD336753|2,261,206.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Oxford Brookes Univ|GPROSTD338499|515,897.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Oxford Brookes Univ|GPROSTD339480|61,056.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Oxford Brookes Univ|GPROSTD340476|846,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Oxfordshire LEA|GPROSTD328689|111,447.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Plumpton Coll|GPROSTD336798|44,371.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Plumpton Coll|GPROSTD340480|42,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Plymouth Coll of Art|GPROSTD336825|251,201.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Plymouth Coll of Art|GPROSTD340483|111,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|QAA|PIG6950|29,185.00|Quality Assurance|E&P policy team
BIS|HEFCE|16/08/2013|Queen Mary, UoL|GPROSTD327870|552,593.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Queen Mary, UoL|GPROSTD332526|128,268.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Queen Mary, UoL|GPROSTD334539|321,247.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Queen Mary, UoL|GPROSTD336852|4,877,751.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Queen Mary, UoL|GPROSTD338526|4,867,318.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Queen Mary, UoL|GPROSTD339507|106,254.00|HEIF 2011-15|RIS policy team
BIS|HEFCE|16/08/2013|Queen Mary, UoL|GPROSTD340486|831,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Queen Mary, UoL|GPROSTD342862|337,775.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Ravensbourne College|GPROSTD336861|600,357.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Ravensbourne College|GPROSTD340487|189,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|RCSSD|GPROSTD335304|525,228.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|RCSSD|GPROSTD337923|49,935.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|RCSSD|GPROSTD340362|60,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Reaseheath Coll|GPROSTD336879|55,050.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Reaseheath Coll|GPROSTD340489|33,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Riverside Col Halton|GPROSTD335862|93,917.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Roehampton Uni|GPROSTD328723|30,942.00|Inherited Staff|Finance
BIS|HEFCE|16/08/2013|Roehampton Uni|GPROSTD332528|62,268.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Roehampton Uni|GPROSTD334557|51,986.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Roehampton Uni|GPROSTD336906|1,379,671.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Roehampton Uni|GPROSTD338544|354,694.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Roehampton Uni|GPROSTD340491|498,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Rose Bruford College|GPROSTD336915|308,557.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Rose Bruford College|GPROSTD340492|60,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Rotherham Coll A&T|GPROSTD336924|55,536.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Royal Academy Music|GPROSTD336942|535,473.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Royal Academy Music|GPROSTD338571|63,787.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Royal Agricultural|GPROSTD336933|479,787.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Royal Agricultural|GPROSTD340493|84,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Royal College Music|GPROSTD336960|525,685.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Royal College Music|GPROSTD338589|63,305.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Royal College Music|GPROSTD340495|27,000.00|NSP|E&P policy team
BIS|HEFCE|16/08/2013|Royal College of Art|GPROSTD327874|25,242.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Royal College of Art|GPROSTD334566|33,907.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Royal College of Art|GPROSTD336951|1,609,113.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Royal College of Art|GPROSTD338580|369,486.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Royal Holloway|GPROSTD327876|168,105.00|RCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Royal Holloway|GPROSTD332533|56,944.00|TCIF Round 2|Finance
BIS|HEFCE|16/08/2013|Royal Holloway|GPROSTD334575|54,666.00|HEIF 2011-15 (BIS)|RIS policy team
BIS|HEFCE|16/08/2013|Royal Holloway|GPROSTD336969|1,577,447.00|Teaching 13-14|E&P policy team
BIS|HEFCE|16/08/2013|Royal Holloway|GPROSTD338598|2,027,080.00|Research 13-14|RIS policy team
BIS|HEFCE|16/08/2013|Royal Holloway|GPROSTD340496|582,000.00|NSP|E&P policy team
