Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634591556,-0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634591556,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634591675,-42.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634591675,-0.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634591675,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634592142,9.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634592142,-4.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593008,0.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593014,0.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593050,0.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593069,-220.90,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593069,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634593108,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634593108,-61.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634593108,-0.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634593131,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634593131,-107.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593762,-3.10,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593768,-67.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593768,6.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593789,0.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593843,-0.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593843,-103.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634593843,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634594914,-0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634594914,-9.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634594914,0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634594914,11.21,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634594916,-0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634594916,-54.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634594916,0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634594916,7.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634595179,-7.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634595181,-20.95,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634595603,57.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634595603,0.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634595603,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634595603,-106.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634595712,45.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634595712,0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634595712,-109.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634595712,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634595926,-208.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634595926,-1.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Finance Directorate,HRG UK,634595926,215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Finance Directorate,HRG UK,634595926,1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634596123,226.89,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634596123,-9.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634597943,9.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634597943,0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634597943,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634599762,92.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634600707,-1.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634600707,-194.29,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634600707,-215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634600707,-1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634600708,-1.14,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634600708,-194.29,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634600708,-215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634600708,-1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634610353,3.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634610353,543.05,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634610353,-109.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634610353,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634611860,-1.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634611931,88.77,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634611931,0.54,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634611931,-106.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634611931,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634613140,50.03,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634613266,-57.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634613266,-0.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634613266,111.58,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634613266,0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634613267,3.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634613883,68.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634613927,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634613927,-114.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634613927,0.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634613927,71.45,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634614693,0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634614693,53.63,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634614693,-1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634614693,-215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634614721,54.42,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634614721,-6.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634617660,12.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634617660,2069.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634617660,-1.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634617660,-225.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634619407,641.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634619407,3.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634619407,-0.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634619407,-24.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634619455,92.22,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634619484,-57.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634619484,-0.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634619484,99.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634619484,0.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634620590,45.56,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634620590,0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634620590,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634620591,106.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634620591,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621040,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621040,42.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621040,0.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621049,-39.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621049,-0.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621049,50.53,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621049,0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621170,-54.12,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621170,-0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621170,42.62,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621170,0.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621171,-53.63,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621171,-0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621171,0.30,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634621171,50.53,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634624429,0.36,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634624429,57.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634624429,-5.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634624429,-3.78,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634625324,-14.26,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634625324,-1.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634625324,1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634625324,215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Miscellaneous Expenses General,Innovation Directorate,HRG UK,634625325,-40.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634625325,210.94,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634625366,-8.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634627021,-4.80,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Patents Directorate,HRG UK,634627021,-0.11,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634627021,0.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634627021,77.87,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634627437,-6.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634627469,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634627469,-0.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634627469,-5.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634627653,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634627653,-106.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634627653,0.18,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634627653,26.04,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634628210,3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634628210,-106.67,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634628218,-107.68,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634628318,-2934.06,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634628318,216.92,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634628367,0.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634628369,1.86,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634628411,0.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634628436,0.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634628701,0.00,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634628930,6.17,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634628930,-632.87,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634629512,215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634629512,1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634629512,-3.07,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634629637,1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634629637,215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634629637,-4.93,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634629752,1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634629752,215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634629752,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634629752,-109.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634629924,1.32,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634629924,215.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634629924,-0.84,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Trade Marks Directorate,HRG UK,634629924,-14.25,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634630498,42.79,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634630499,103.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634630818,21.43,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634631131,109.35,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Miscellaneous Expenses General,Innovation Directorate,HRG UK,634631933,-9.73,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,IT Directorate,HRG UK,634631933,33.39,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634632309,0.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634632309,77.97,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634632309,-109.60,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634632309,-0.66,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634632505,10.46,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634632807,208.37,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634632865,1.99,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,People Places & Services Directorate,HRG UK,634633755,-312.70,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634633755,227.98,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,International Policy Directorate,HRG UK,634633755,1.38,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634634071,-83.85,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634634071,-0.48,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634634071,0.24,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634634071,43.22,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,19/08/2015,Travel & Subsistence,Copyright and Enforcement Directorate,HRG UK,634634072,-571.01,Not Applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/08/2015,Travel & Subsistence,Innovation Directorate,HRG UK,634634072,0.66,Not Applicable,
