Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,PR & Marketing Advice & Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4014851,£600,145114
Department For Energy and Climate Change,Department For Energy and Climate Change,24/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4015258,£600,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,08/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014448,£596,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4015030,£595,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Hire of Agency Staff (Professional/Management),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ADECCO UK LTD,4014478,£592,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,OFFICE ANGELS LTD,4015170,£591,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Public Relations and Marketing,National Climate Change & Consumer Support - Communications,NATIONAL SCHOOL OF GOVERNMENT (CMPS),999337,£590,100063
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014507,£588,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014507,£588,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014541,£588,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015173,£588,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4015078,£584,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,PR & Marketing Advice & Services,National Climate Change & Consumer Support - Communications,CAMBERTOWN LTD,4015047,£582,36308
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4014883,£581,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014497,£581,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,08/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014698,£581,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014713,£581,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014877,£581,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,24/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4015260,£576,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,ADECCO UK LTD,4014915,£576,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4014917,£575,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Energy Efficiency & Consumers,ADECCO UK LTD,4014920,£575,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,01/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014506,£573,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015135,£573,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015135,£573,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015166,£573,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,25/06/2010,Hire of Agency Staff (Professional/Management),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ADECCO UK LTD,4015280,£569,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014711,£565,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,11/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4014640,£561,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,25/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4015283,£561,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Stationery,Energy & Climate Change International - International Energy & Carbon Budgets,BANNER BUSINESS SERVICES LTD,4014764,£558,124862
Department For Energy and Climate Change,Department For Energy and Climate Change,11/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014716,£558,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4014876,£552,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015155,£550,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015165,£550,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,24/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,Reed Personnel Services Ltd,4015253,£547,163531
Department For Energy and Climate Change,Department For Energy and Climate Change,18/06/2010,Hire of Agency Staff (Professional/Management),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ADECCO UK LTD,4015075,£545,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,28/06/2010,IT Maintenance and Management Services,Energy Markets & Infrastructure - Office of Nuclear Development,PROFESSIONAL SERVICES TECHNOLOGY LTD,4015216,£544,23810
Department For Energy and Climate Change,Department For Energy and Climate Change,09/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4014688,£542,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014874,£542,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,14/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014872,£542,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015097,£542,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015097,£542,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015097,£542,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015332,£542,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Flexible Computing Service,DECC Central Budgets - DECC Central Budgets,VODAFONE LTD,4015366,£542,127553
Department For Energy and Climate Change,Department For Energy and Climate Change,10/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,Reed Personnel Services Ltd,4014781,£533,163531
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015175,£530,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,08/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,Reed Personnel Services Ltd,4014697,£530,163531
Department For Energy and Climate Change,Department For Energy and Climate Change,16/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4014962,£524,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,29/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4015340,£519,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,22/06/2010,Independent Experts,Energy Markets & Infrastructure - Office of Nuclear Development,CITY INN WESTMINSTER,4015189,£519,868
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4014903,£511,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,15/06/2010,Hire of Agency Staff (Professional/Management),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ADECCO UK LTD,4014919,£506,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,23/06/2010,Capital Grants - Other,Energy Markets & Infrastructure - Energy Strategy and Futures,AEA TECHNOLOGY ENVIRONMENT,4015193,£506,310
Department For Energy and Climate Change,Department For Energy and Climate Change,02/06/2010,PR & Marketing Advice & Services,National Climate Change & Consumer Support - Communications,WALLACESPACE LTD,4014550,£504,23399
