Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount In Sterling,SUPPLIER_NUMBER
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4016316,"£2,097",16650
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4016517,"£2,097",16650
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4016710,"£2,097",16650
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4016854,"£2,097",16650
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ALLEN LANE LTD,4016658,"£2,068",29401
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4016889,"£2,006",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,PIELLE & COMPANY LTDT/A PIELLE CONSULTING GROUP,4016594,"£2,000",37299
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,PR & Marketing Advice & Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4016896,"£2,000",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4016385,"£1,989",158334
Department For Energy and Climate Change,Department For Energy and Climate Change,18/08/2010,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,SENATOR INTERNATIONAL LTD,4016811,"£1,974",159830
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4016883,"£1,963",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,Other Accommodation Charges,DECC Central Budgets - DECC Central Budgets,APPLEYARDS CONSULTING,4016383,"£1,959",31762
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016481,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016481,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016709,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016871,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016871,"£1,939",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,Other Accommodation Charges,DECC Central Budgets - DECC Central Budgets,APPLEYARDS CONSULTING,4016383,"£1,917",31762
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Accounting Services,Corporate Support & Shared Services - Corporate Support & Shared Services,RUSSAM GMS LTD,4016317,"£1,800",151099
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Media Services,National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4017004,"£1,800",145114
Department For Energy and Climate Change,Department For Energy and Climate Change,10/08/2010,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,AEA TECHNOLOGY plc,4016551,"£1,782",100502
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,External Training (Programme),Energy Markets & Infrastructure - DECC Commercial Team,NATIONAL SCHOOL OF GOVERNMENT,4016627,"£1,655",140925
Department For Energy and Climate Change,Department For Energy and Climate Change,05/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016409,"£1,608",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,05/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016410,"£1,608",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,VEGA CONSULTING SERVICES LTD,4016885,"£1,600",139600
Department For Energy and Climate Change,Department For Energy and Climate Change,05/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016412,"£1,574",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016691,"£1,574",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016703,"£1,574",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,05/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016410,"£1,574",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4016466,"£1,553",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,03/08/2010,Stationery,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,BARROW & GALE LTD,4016333,"£1,552",29339
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016286,"£1,551",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,BT CONFERENCING,4016646,"£1,530",153138
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,WEB TECHNOLOGY GROUP (WTG),4016335,"£1,500",5330
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,External Training,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4016943,"£1,495",100063
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4016742,"£1,456",24160
Department For Energy and Climate Change,Department For Energy and Climate Change,06/08/2010,Counsels Expert Legal Opinion on Points of Law,Energy Markets & Infrastructure - Office of Nuclear Development,PANNONE LLP,4016436,"£1,449",24458
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Publications,Energy Markets & Infrastructure - Security and resilience,THE STATIONERY OFFICE LTD,4016750,"£1,445",100241
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,Accounting Services,Corporate Support & Shared Services - Corporate Support & Shared Services,RUSSAM GMS LTD,4016532,"£1,440",151099
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Other Overseas T&S,Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,FOREIGN AND COMMONWEALTH OFFICE (FCO),4016695,"£1,428",101572
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4016742,"£1,425",24160
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Hire of Conference Facilities,Corporate Support & Shared Services - Corporate Support & Shared Services,J T & SONS RELOCATIONS LTD,4016866,"£1,421",31747
Department For Energy and Climate Change,Department For Energy and Climate Change,10/08/2010,Estates Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,JUDD FARRIS LTD,4016552,"£1,394",32753
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016708,"£1,351",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016708,"£1,351",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016872,"£1,351",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,Accounting Services,Corporate Support & Shared Services - Corporate Support & Shared Services,RUSSAM GMS LTD,4016533,"£1,350",151099
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,IT Maintenance and Management Services,National Climate Change & Consumer Support - Communications,E H S BRANN LTD,4016933,"£1,340",31655
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Other IT Costs,National Climate Change & Consumer Support - Communications,EC GROUP,4017006,"£1,307",143055
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,UK Subscriptions,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,RENEWS LTD,4016345,"£1,300",906
Department For Energy and Climate Change,Department For Energy and Climate Change,05/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016389,"£1,286",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017112,"£1,286",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016612,"£1,259",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017111,"£1,259",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Board Members Tax Deductions (Suspense Account),Corporate Payments,HM REVENUE & CUSTOMS,4016875,"£1,246",14758
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016608,"£1,221",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,18/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016828,"£1,221",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,26/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4017017,"£1,221",157019
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4016471,"£1,185",104478
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Office Supplies,Corporate Support & Shared Services - Corporate Support & Shared Services,GE CAPITAL EQUIPMENT FINANCE LTD,4016638,"£1,173",116217
Department For Energy and Climate Change,Department For Energy and Climate Change,27/08/2010,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4016956,"£1,144",24160
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4016770,"£1,111",100682
Department For Energy and Climate Change,Department For Energy and Climate Change,06/08/2010,Other HR Consultancy,DECC Central Budgets - DECC Central Budgets,MORGAN LAW RECRUITMENT CONSULTANCY,4016483,"£1,100",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Catering Services (Programme),Energy & Climate Change International - International Climate Change Negotiations,ECOVERT FM LTD,4016769,"£1,098",157409
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4016298,"£1,096",101572
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4016298,"£1,096",101572
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4016298,"£1,096",101572
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4016482,"£1,081",11666
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,XAFINITY CONSULTING LTD T/A XAFINITY SKILL BASE,4016662,"£1,020",26148
Department For Energy and Climate Change,Department For Energy and Climate Change,03/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4016373,"£1,006",100682
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Estates Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,JUDD FARRIS LTD,4016550,"£1,005",32753
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,External Training,National Climate Change & Consumer Support - National Climate Change,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4016684,£999,100063
Department For Energy and Climate Change,Department For Energy and Climate Change,12/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4016657,£991,100682
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Other Office Service Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,ONLINE ERGONOMICS LTD,4016291,£967,15539
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016702,£965,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Hire of Office Equipment,Energy & Climate Change International - International Climate Change Negotiations,LIVINGSTON ELECTRONIC SERVICES GMBH,4016632,£960,31630
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Hire of Office Equipment,Energy & Climate Change International - International Climate Change Negotiations,LIVINGSTON ELECTRONIC SERVICES GMBH,4016632,£960,31630
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,DEPARTMENT FOR CULTURE MEDIA AND SPORT,4016918,£959,22457
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4016770,£945,100682
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Ministerial Team and Parliamentary Support - Ministerial Team & Parliamentary Support,MANPOWER UK LTD,4016998,£945,100682
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4016620,£945,8065
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4017099,£935,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,25/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016932,£915,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,External Training,Corporate Support & Shared Services - Corporate Support & Shared Services,LEXISNEXIS BUTTERWORTHS,4016673,£899,151220
Department For Energy and Climate Change,Department For Energy and Climate Change,03/08/2010,Media Services,National Climate Change & Consumer Support - Communications,LEXISNEXIS BUTTERWORTHS,4016349,£895,151220
Department For Energy and Climate Change,Department For Energy and Climate Change,24/08/2010,Media Services,National Climate Change & Consumer Support - Communications,LEXISNEXIS BUTTERWORTHS,4016990,£895,151220
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Hire of Office Equipment,Energy & Climate Change International - International Climate Change Negotiations,LIVINGSTON ELECTRONIC SERVICES GMBH,4016633,£887,31630
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Mobile Call Charges,Energy Markets & Infrastructure - Energy Development Unit,CAMBRIA ARCHAEOLOGY/DYFED ARCHAEOLOGY TRUST,4016942,£883,16495
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Mobile Call Charges,Energy Markets & Infrastructure - Energy Development Unit,CAMBRIA ARCHAEOLOGY/DYFED ARCHAEOLOGY TRUST,4016942,£883,16495
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Hire of Conference Facilities,Energy & Climate Change International - International Climate Change Negotiations,COIN STREET COMMUNITY BUILDERS LTD,4016735,£881,4868
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Hire of Conference Facilities,Energy & Climate Change International - International Climate Change Negotiations,COIN STREET COMMUNITY BUILDERS LTD,4016735,£881,4868
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016611,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,05/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016386,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,13/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016611,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016760,£867,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4017110,£864,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,03/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4016351,£857,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,10/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4016571,£842,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,17/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4016771,£836,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,16/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4016726,£835,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,02/08/2010,Other Office Service Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,ONLINE ERGONOMICS LTD,4016289,£832,15539
Department For Energy and Climate Change,Department For Energy and Climate Change,27/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,REED EMPLOYMENT LTD,4017074,£831,159011
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4016881,£830,29893
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016829,£820,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,27/08/2010,Entertaining UK,Energy & Climate Change International - International Energy & Carbon Budgets,FOREIGN AND COMMONWEALTH OFFICE (FCO),4017088,£819,101572
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4017079,£818,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,18/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4016817,£813,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,31/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4017092,£813,100038
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,OFFICE ANGELS LTD,4016565,£804,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,20/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4016905,£800,29893
Department For Energy and Climate Change,Department For Energy and Climate Change,19/08/2010,Hire of Conference Facilities,National Climate Change & Consumer Support - National Climate Change,RETRO CATERING LTD,4016847,£800,24345
Department For Energy and Climate Change,Department For Energy and Climate Change,27/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4017051,£799,105278
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016366,£795,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,04/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4016366,£795,157019
Department For Energy and Climate Change,Department For Energy and Climate Change,09/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4016422,£794,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,23/08/2010,Hire of Agency Staff (Clerical/Secretariat/Other),Energy & Climate Change International - International Climate Change Negotiations,BROOK STREET (UK) LTD,4016930,£789,100051
Department For Energy and Climate Change,Department For Energy and Climate Change,11/08/2010,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4016619,£788,8065
