Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Amount  
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Energy Strategy and Futures,RESPONSIVELOAD LTD,4021841," 36,266.69 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GREEN TOMATO CARS LTD,4021844," 1,471.08 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,ERNST & YOUNG LLP,4021845," 6,853.78 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,MITSUBISHI POWER SYSTEMS EUROPE LTD,4021848," 42,570.07 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Capital Grants to Private Sector - Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021856," 215,401.67 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021857," 63,587.90 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,NGENTEC LTD,4021859," 595,127.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Senior Civil Service Training,Energy Markets & Infrastructure - EMI Director General,PRAESTA PARTNERS LLP,4021862," 1,425.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Senior Civil Service Training,Energy Markets & Infrastructure - EMI Director General,PRAESTA PARTNERS LLP,4021863," 4,275.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Secondees (not paid directly),Energy Markets & Infrastructure - Energy Strategy and Futures,DELOITTE LLP,4021866," 10,573.88 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,External Legal Advice,Energy Markets & Infrastructure - DECC Commercial Team,FRESHFIELDS BRUCKHAUS DERINGER,4021867," 20,934.28 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Stationery,Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE DEPOT UK LTD,4021869," 1,015.20 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,External Legal Advice,Energy Markets & Infrastructure - DECC Commercial Team,FRESHFIELDS BRUCKHAUS DERINGER,4021870," 66,647.04 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021873," 1,607.51 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MCCLURE NAISMITH,4021874," 6,209.35 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MCCLURE NAISMITH,4021882," 26,757.63 "
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Coaching,International Energy & Climate Change - International Climate Change Negotiations,APOD LTD,4021898, 600.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,08/02/2011 ,Coaching,International Energy & Climate Change - International Climate Change Negotiations,APOD LTD,4021900, 705.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,External Training,International Energy & Climate Change - International Climate Change Negotiations,NATIONAL SCHOOL OF GOVERNMENT,4021800," 1,076.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Economic Consultancy & Research,Energy Markets & Infrastructure - Energy Strategy and Futures,REDPOINT ENERGY LTD,4021822," 17,625.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Economic Consultancy & Research,Energy Markets & Infrastructure - Energy Strategy and Futures,REDPOINT ENERGY LTD,4021822," 23,265.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Corporate Management Consultancy,National Climate Change & Consumer Support - Energy Efficiency & Consumers,OFFICE OF GOVERNMENT COMMERCE (OGC),4021830," 7,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,PARITY RESOURCES LTD,4021846," 12,074.25 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Science & Innovation Group - Science & Innovation Group,ADECCO UK LTD,4021909, 773.83 
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Science & Innovation Group - Science & Innovation Group,ADECCO UK LTD,4021911, 773.83 
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4021912, 604.26 
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Press Cutting Services,National Climate Change & Consumer Support - Communications,PRECISE MEDIA MONITORING LTD,4021916," 4,639.82 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021917," 16,608.61 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,BROOK STREET (UK) LTD,4021921, 557.50 
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021922," 24,247.96 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021923," 50,292.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021924," 21,927.72 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,VIVID ECONOMICS LTD,4021925," 17,868.45 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,AEA TECHNOLOGY plc,4021926," 35,434.71 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021928," 123,013.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021929," 51,465.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021930," 31,181.87 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4021931," 302,740.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021933," 11,400.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021934," 12,156.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,09/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021935," 50,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Local IT Consultancy,Corporate Support & Shared Services - Corporate Support & Shared Services,HAYS SPECIALIST RECRUITMENT LTD,1018824," 2,545.20 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,FUJITSU SERVICES LTD,4021669," 80,318.55 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",HUDSON GLOBAL RESOURCES LTD,4021786," 19,494.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Professional Subscriptions,Energy Markets & Infrastructure - Energy Strategy and Futures,BLOOMBERG FINANCE L.P.,4021843," 3,599.25 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Technical Advice,National Climate Change & Consumer Support - National Climate Change,AEA TECHNOLOGY plc,4021852," 58,167.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,SPARKE HELMORE,4021887," 10,120.14 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Cash Expenditure during the Year - Concessionary Fuel,Energy Markets & Infrastructure - Energy Development Unit,CPL FUELS,4021913," 1,601,329.61 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,HTSPE LTD,4021936," 56,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4021937," 29,519.49 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4021937," 29,059.49 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4021938," 58,082.53 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4021938," 5,124.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,PETER CARROLL,4021939," 9,762.73 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4021940," 14,550.90 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4021941," 5,764.65 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4021943," 11,144.80 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4021944," 1,385.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Secondees (not paid directly),Science & Innovation Group - Science & Innovation Group,UNIVERSITY OF CAMBRIDGE,4021945," 11,921.25 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Technical Support,Energy Markets & Infrastructure - Security and resilience,NATIONAL NUCLEAR LABORATORY LTD,4021946," 13,912.76 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Recruitment Consultancy Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,INTERNATIONAL RESOURCES GROUP LTD T/A ODGERS BERNDTSON,4021956," 6,719.41 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4021962," 100,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,OFFICE ANGELS LTD,4021964, 517.98 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4021968," 295,766.84 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4021968," 8,141.10 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Technical Advice / Services & Support,Corporate Support & Shared Services - Corporate Support & Shared Services,HITACHI CONSULTING UK LTD,4021970," 9,900.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,MANPOWER UK LTD,4021971, 965.34 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Recruitment Consultancy Costs,Corporate Support & Shared Services - Corporate Support & Shared Services,INTERNATIONAL RESOURCES GROUP LTD T/A ODGERS BERNDTSON,4021973," 1,410.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4021974, 830.59 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4021975, 519.06 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021976, 601.01 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021978, 593.10 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,CWMCLYDACH COMMUNITY DEVELOPMENT TRUST,4021985," 79,632.97 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021986, 640.55 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,NATURAL ENVIRONMENT RESEARCH COUNCIL (BGS BRITISH GEOLOGICAL SURVEY),4021988," 57,380.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021989, 604.97 
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Publications,Energy Markets & Infrastructure - Energy Strategy and Futures,CORNWALL ENERGY ASSOCIATES LTD,4021997," 3,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Energy Development Unit,BRITISH TRUST FOR ORNITHOLOGY (THE),4022000," 7,030.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4022002," 23,059.29 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4022005," 9,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4022009," 169,132.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4022010," 1,461.32 "
Department of Energy and Climate Change,Department of Energy and Climate Change,10/02/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4022011," 43,350.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021561," 5,458.06 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Insolvency Service Policy Work,Corporate Support & Shared Services - Corporate Support & Shared Services,FCO SERVICES,4021966," 11,190.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021984, 699.86 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021984, 593.10 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,Reed Personnel Services Ltd,4022001, 515.30 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4022007," 85,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4022015," 7,105.59 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022017, 601.01 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4022019," 8,805.51 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,CLARKSON MANAGEMENT SERVICES LTD,4022020," 7,032.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4022021, 734.18 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Chemical Weapons Convention Inspection Costs,Energy Markets & Infrastructure - Security and resilience,SELWYNS TRAVEL LTD,4022023, 965.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4022032," 228,456.17 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Financial Advice and Services,Energy Markets & Infrastructure - DECC Commercial Team,ADAM BOND COMMERCIAL ADVISORY LTD,4022033," 18,370.10 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Financial Advice and Services,Energy Markets & Infrastructure - DECC Commercial Team,ADAM BOND COMMERCIAL ADVISORY LTD,4022033," 2,454.90 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Financial Advice and Services,Energy Markets & Infrastructure - DECC Commercial Team,ADAM BOND COMMERCIAL ADVISORY LTD,4022033, 786.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4022034," 1,437.04 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4022035," 53,518.87 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,OFFICE ANGELS LTD,4022043, 636.60 
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,PR & Marketing Advice & Services,Energy Markets & Infrastructure - Office of Nuclear Development,MWH UK LTD,4022046," 1,413.93 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,PR & Marketing Advice & Services,Energy Markets & Infrastructure - Office of Nuclear Development,MWH UK LTD,4022051," 2,789.06 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,PARSONS BRINCKERHOFF LTD,4022053," 118,667.62 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4022055," 194,452.89 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Computer Consumables,Corporate Support & Shared Services - Corporate Support & Shared Services,XMA LTD,4022056," 1,608.01 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4022057," 7,883.85 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Capital Grants to Private Sector - Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4022058," 185,879.11 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,PARSONS BRINCKERHOFF LTD,4022059," 166,264.53 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Technical Advice / Services & Support,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4022062," 74,985.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,11/02/2011 ,Technical Advice / Services & Support,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4022063," 17,940.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Furniture,Corporate Support & Shared Services - Corporate Support & Shared Services,SENATOR INTERNATIONAL LTD,4021897," 1,509.30 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4021905, 715.73 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,ADECCO UK LTD,4021907, 695.30 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,International Subscriptions,International Energy & Climate Change - International Energy & Carbon Budgets,ENERGY CHARTER SECRETARIAT,4021942," 438,262.89 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4021987, 589.15 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Other Centrally -Funded IT Maintenance and Support,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021990," 1,926.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Other Centrally -Funded IT Maintenance and Support,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4021990," 1,926.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4022016, 601.01 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,OFFICE ANGELS LTD,4022054, 522.23 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,MARKET OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MORI,4022060," 21,400.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Grants - Non Statutory - Current - Other,Energy Markets & Infrastructure - Office of Nuclear Development,COPELAND BOROUGH COUNCIL,4022061," 113,132.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Development Expenditure - Sales Proceeds,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4022072," 17,023.43 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Development Expenditure - Sales Proceeds,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4022072," 1,223.73 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Energy Strategy and Futures,HIGHVIEW ENTERPRISES LTD T/A HIGHVIEW POWER STORAGE,4022073," 277,182.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Energy Strategy and Futures,HIGHVIEW ENTERPRISES LTD T/A HIGHVIEW POWER STORAGE,4022074," 214,912.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,MET OFFICE,4022081," 2,170.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,External Training,International Energy & Climate Change - International Energy & Carbon Budgets,NATIONAL SCHOOL OF GOVERNMENT,4022083, 980.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4022087, 561.47 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4022090, 791.04 
Department of Energy and Climate Change,Department of Energy and Climate Change,14/02/2011 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,PARITY RESOURCES LTD,4022092," 10,392.00 "
