Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Recoverable VAT Input,Corporate Centre,MILLS & REEVE,4018801," 1,372.18 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Recoverable VAT Input,Corporate Centre,MILLS & REEVE,4018800," 1,407.43 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Financial Advice and Services,Corporate Centre,ERNST & YOUNG LLP,4018793," 1,504.76 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Research & Development Expenditure (Programme),Corporate Centre,AEA TECHNOLOGY plc,4018790," 10,907.84 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,External Legal Advice,Corporate Centre,FRESHFIELDS BRUCKHAUS DERINGER,4018795," 26,533.80 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Technical Advice,Corporate Centre,PARSONS BRINCKERHOFF LTD,4018804," 33,615.49 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Capital Grants to the Private Sector - Resource Expenditure,Corporate Centre,EAGA PLC,4018827," 568,217.11 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Recoverable VAT Input,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4018801," 7,841.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,27/10/2010 ,Recoverable VAT Input,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4018800," 8,042.46 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,External Training,International Energy & Climate Change - International Climate Change Negotiations,NATIONAL SCHOOL OF GOVERNMENT,4018825, 615.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,External Training,Corporate and Professional Services,THE SPEECH RECOGNITION CO LTD,4018842, 700.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,External Training,Corporate and Professional Services,NATIONAL SCHOOL OF GOVERNMENT,4018843, 900.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,External Training,Corporate and Professional Services,NATIONAL SCHOOL OF GOVERNMENT,4018846, 900.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,External Training,Corporate and Professional Services,NATIONAL SCHOOL OF GOVERNMENT,4018845," 1,875.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Internal Training,Corporate and Professional Services,NATIONAL SCHOOL OF GOVERNMENT,4018847," 1,875.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Hire of Agency Staff (Professional/Management),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",MORGAN HUNT PUBLIC SECTOR LTD,4018839," 1,727.90 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018874, 530.21 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018866, 553.65 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018889, 580.74 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,BROOK STREET (UK) LTD,4018884, 598.78 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018892, 619.46 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018870, 623.34 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4018868, 634.95 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,ADECCO UK LTD,4018820, 853.04 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,VEGA CONSULTING SERVICES LTD,4018740," 1,600.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Corporate Management Consultancy,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,OSPREY CONSULTING SERVICES LTD,4018674," 5,340.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Standard Desktop Services,Corporate and Professional Services,FUJITSU SERVICES LTD,4018540," 5,294.59 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,ICT Infrastructure Specific Service,Corporate and Professional Services,FUJITSU SERVICES LTD,4018539," 8,893.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,ICT Infrastructure Specific Service,Corporate and Professional Services,FUJITSU SERVICES LTD,4018539," 16,776.49 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4018835," 5,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4018832," 40,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,EAST HAMPSHIRE DISTRICT COUNCIL,4018893," 3,839.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,BLACON COMMUNITY TRUST,4018895," 3,999.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,BERWICK CORE LTD,4018894," 4,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Communications,CAPE FAREWELL,4018860," 10,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Project Management Costs (Programme),National Climate Change & Consumer Support - Communications,COI COMMUNICATIONS,4018877," 10,231.20 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,External Legal Advice,Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,SLAUGHTER AND MAY,4018841," 70,699.25 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,PR & Marketing Advice & Services,Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,MWH UK LTD,4018901," 49,903.25 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,KPMG LLP,4018859," 42,971.20 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,KPMG LLP,4018840," 58,713.60 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,KPMG LLP,4018856," 60,038.40 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Technical Support,Energy Markets & Infrastructure - Security and resilience,NATIONAL NUCLEAR LABORATORY LTD,4018834," 35,554.71 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Technical Support,Energy Markets & Infrastructure - Security and resilience,NATIONAL NUCLEAR LABORATORY LTD,4018833," 150,734.76 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4018861, 580.90 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4018863, 580.90 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4018865, 580.90 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4018869," 1,991.63 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4018861," 3,319.38 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4018863," 3,319.38 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4018865," 3,319.38 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4018830," 3,624.20 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Security and resilience,CROWN AGENTS,4018829," 23,427.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,QUINTESSA LTD,4018899," 3,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Research & Development Expenditure (Programme),Corporate Centre,QUINTESSA LTD,4018899, 525.00 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Standard Desktop Services,Corporate Centre,FUJITSU SERVICES LTD,4018540, 926.55 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Corporate Management Consultancy,Corporate Centre,OSPREY CONSULTING SERVICES LTD,4018674, 934.50 
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Project Management Costs (Programme),Corporate Centre,COI COMMUNICATIONS,4018877," 1,790.46 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,ICT Infrastructure Specific Service,Corporate Centre,FUJITSU SERVICES LTD,4018539," 4,492.25 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Technical Support,Corporate Centre,NATIONAL NUCLEAR LABORATORY LTD,4018834," 6,222.07 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Technical Advice,Corporate Centre,KPMG LLP,4018859," 7,519.96 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,PR & Marketing Advice & Services,Corporate Centre,MWH UK LTD,4018901," 8,733.07 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Technical Advice,Corporate Centre,KPMG LLP,4018840," 10,274.88 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Technical Advice,Corporate Centre,KPMG LLP,4018856," 10,506.72 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,External Legal Advice,Corporate Centre,SLAUGHTER AND MAY,4018841," 12,372.37 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Technical Support,Corporate Centre,NATIONAL NUCLEAR LABORATORY LTD,4018833," 26,378.58 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Cash Expenditure during the Year - VWF,Energy Markets & Infrastructure - Energy Development Unit,WATSON BURTON,4018838," 3,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,BUPA WELLNESS,4018848," 2,381.47 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,BUPA WELLNESS,4018849," 8,400.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,28/10/2010 ,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,BUPA WELLNESS,4018848," 47,629.37 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4018904," 1,574.02 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4018714, 677.76 
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4018712, 701.13 
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,OFFICE ANGELS LTD,4018873, 822.97 
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4018714, 878.24 
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,HAYS PLC,4018715, 899.78 
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,MORGAN LAW RECRUITMENT CONSULTANCY,4018918," 1,938.75 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate and Professional Services,METHODS CONSULTING LTD,4018908," 3,217.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Corporate Management Consultancy,Energy Markets & Infrastructure - Nuclear Unit and Office of Nuclear Development,KPMG,4018913," 31,560.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,ENERGISTICS,4018794, 949.50 
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Application Support Service,Energy Markets & Infrastructure - Energy Development Unit,ENERGISTICS,4018794," 11,710.50 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Computer Consumables,Corporate and Professional Services,XMA LTD,4018898," 1,822.66 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Capital Grants to the Private Sector - Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4018912," 6,489.93 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018916," 552,465.68 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4018915," 109,809.35 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,VESTAS TECHNOLOGY UK LTD,4018917," 400,000.00 "
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Media and Design Services,Energy Markets & Infrastructure - Energy Development Unit,KEN TAYLOR PHOTOGRAPHY,4018920, 532.25 
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Centre,METHODS CONSULTING LTD,4018908, 563.06 
Department for Energy and Climate Change,Department for Energy and Climate Change,29/10/2010 ,Corporate Management Consultancy,Corporate Centre,KPMG,4018913," 5,523.00 "
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
