Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount 
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Economic Consultancy and Research,Corporate Support & Shared Services - Corporate Support & Shared Services,AEA TECHNOLOGY plc,4020489," £19,053.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,TEES ALLIANCE GROUP LTD,4020495," £61,519.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,Reed Personnel Services Ltd,4020500, £504.57 
Department of Energy and Climate Change,Department of Energy and Climate Change,22/12/2010 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4020508," £717,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,AX BUSINESS SOLUTIONS LTD,4020329," £16,920.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4020350," £1,938.75 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Shared Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEFRA,4020370," £3,878.68 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Shared Services,Corporate Support & Shared Services - Corporate Support & Shared Services,DEFRA,4020370, £678.75 
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Capital Grants - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,LAMMAS LOW IMPACT INITIATIVES LTD,4020390," £54,670.69 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,TAJIKISTAN ACADEMY OF SCIENCES,4020423," £1,377.76 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Research & Development Expenditure (Programme),Energy Markets & Infrastructure - Office of Carbon Capture and Storage,ADVANCED RESOURCES INTERNATIONAL,4020446," £47,471.07 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Printing,Corporate Support & Shared Services - Corporate Support & Shared Services,THE STATIONERY OFFICE LTD,4020485," £1,154.05 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Printing,Corporate Support & Shared Services - Corporate Support & Shared Services,THE STATIONERY OFFICE LTD,4020485," £1,154.05 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY ENVIRONMENT,4020490," £29,136.48 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4020507," £85,486.36 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4020507," £80,286.36 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Administration of Grants and Awards,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4020507," £5,200.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office for Renewable Energy Deployment,NERA UK LTD,4020509," £3,803.75 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4020512," £17,679.08 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4020514," £29,228.72 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Administration of Grants and Awards,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",THE ENERGY SAVING TRUST LTD,4020515," £471,737.24 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Research & Development Expenditure (Programme),Corporate Support & Shared Services - Corporate Support & Shared Services,AEA TECHNOLOGY plc,4020518," £4,438.80 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,SENERGY (GB) LTD,4020520," £21,032.93 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,SENERGY (GB) LTD,4020520," £1,200.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,SENERGY (GB) LTD,4020520," £21,490.16 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,NUVIA LTD,4020523," £10,241.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Grants - Statutory - Current - Abroad,Energy Markets & Infrastructure - Security and resilience,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4020525," £118,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,23/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020539, £588.49 
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Salaries - Permanent (Programme),Energy Markets & Infrastructure - Security and resilience,FOREIGN AND COMMONWEALTH OFFICE (FCO),4019906," £2,102.71 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Cash Expenditure during the Year - Concessionary Fuel,Energy Markets & Infrastructure - Energy Development Unit,GIROBANK plc,4020521," £12,093.66 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4020528, £593.16 
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4020530," £5,601.57 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4020531," £409,891.25 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020543, £518.80 
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,PARSONS BRINCKERHOFF LTD,4020546," £155,457.34 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,MANPOWER UK LTD,4020552, £899.50 
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,4020558," £32,767.90 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,4020560," £3,907.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Contract Management,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",DEPARTMENT FOR WORK AND PENSIONS (DWP),4020562," £13,632.70 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Car Hire and Leasing,DECC Private Office Group - DECC Private Office Group,GREEN TOMATO CARS LTD,4020563," £1,607.99 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,International Subscriptions,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,ECOFYS UK LTD,4020564," £11,914.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - National Climate Change,MORGAN LAW RECRUITMENT CONSULTANCY,4020566," £4,993.75 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020569, £588.49 
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,PARITY RESOURCES LTD,4020572," £16,099.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,MORGAN LAW RECRUITMENT CONSULTANCY,4020573," £1,163.25 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Capital Grants to the Private Sector - Resource Expenditure,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4020579," £1,914,268.66 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Capital Grants to the Private Sector - Resource Expenditure,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4020580," £3,214,671.57 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4020581," £10,000,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Capital Grants - Other,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,MITSUBISHI POWER SYSTEMS EUROPE LTD,4020586," £28,670.37 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4020587," £1,181.52 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Other NDPB Resource Spend (Near Cash),National Climate Change & Consumer Support - National Climate Change,DEBT MANAGEMENT OFFICE - HM TREASURY,4020588," £43,550.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Other NDPB Resource Spend (Near Cash),National Climate Change & Consumer Support - National Climate Change,DEBT MANAGEMENT OFFICE - HM TREASURY,4020589," £57,550.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Other NDPB Resource Spend (Near Cash),National Climate Change & Consumer Support - National Climate Change,DEBT MANAGEMENT OFFICE - HM TREASURY,4020590," £64,830.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Other NDPB Resource Spend (Near Cash),National Climate Change & Consumer Support - National Climate Change,DEBT MANAGEMENT OFFICE - HM TREASURY,4020591," £10,609.93 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Other NDPB Resource Spend (Near Cash),National Climate Change & Consumer Support - National Climate Change,DEBT MANAGEMENT OFFICE - HM TREASURY,4020592," £6,342.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Other NDPB Resource Spend (Near Cash),National Climate Change & Consumer Support - National Climate Change,DEBT MANAGEMENT OFFICE - HM TREASURY,4020593," £6,342.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4020600," £74,750.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,ICT Infrastructure Specific Service,Corporate Support & Shared Services - Corporate Support & Shared Services,FUJITSU SERVICES LTD,4020602," £52,383.22 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Office Supplies,Corporate Support & Shared Services - Corporate Support & Shared Services,GE CAPITAL EQUIPMENT FINANCE LTD,4020603," £1,172.94 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Office Supplies,Corporate Support & Shared Services - Corporate Support & Shared Services,SIEMENS FINANCIAL SERVICES LTD,4020605," £4,054.39 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Secondees (not paid directly),National Climate Change & Consumer Support - National Climate Change,ERNST & YOUNG LLP,4020606," £6,853.78 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4020607," £418,407.96 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4020607," £13,318.64 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,DELOITTE LLP,4020608," £36,874.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Cash Expenditure during the Year - Other Coal Non-Health Provisions,Energy Markets & Infrastructure - Energy Development Unit,GOVERNMENT ACTUARYS DEPARTMENT,4020609," £5,830.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4020612," £3,319.38 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4020613," £2,987.44 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4020614," £2,987.44 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - DECC Commercial Team,Reed Personnel Services Ltd,4020615," £2,987.44 "
Department of Energy and Climate Change,Department of Energy and Climate Change,29/12/2010 ,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,GREEN PARK INTERIM & EXECUTIVE LTD,4020616," £25,597.80 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Grants - Non Statutory - Current - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,THE ENERGY SAVING TRUST LTD,4020529," £2,510,070.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020555, £743.35 
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020556, £603.97 
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Capital Grants to the Private Sector - Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EAGA PLC,4020582," £11,800,000.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Other Programme Expenditure,National Climate Change & Consumer Support - Energy Efficiency & Consumers,DIALOGUE BY DESIGN,4020598," £2,250.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,BROOK STREET (UK) LTD,4020601, £887.42 
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,IT Maintenance and Management Services,National Climate Change & Consumer Support - Communications,E H S BRANN LTD,4020630," £12,160.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,IT Maintenance and Management Services,National Climate Change & Consumer Support - Communications,E H S BRANN LTD,4020630," £1,340.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Flexible Computing Service,Corporate Support & Shared Services - Corporate Support & Shared Services,VODAFONE LTD,4020636," £2,937.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,ADECCO UK LTD,4020639, £584.27 
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Energy Strategy and Futures,ADECCO UK LTD,4020647, £807.33 
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,External Training (Programme),Energy Markets & Infrastructure - Energy Development Unit,OIL SPILL RESPONSE LTD,4020653," £1,425.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,External Training (Programme),Energy Markets & Infrastructure - Energy Development Unit,OIL SPILL RESPONSE LTD,4020654," £1,425.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,External Training (Programme),Energy Markets & Infrastructure - Energy Development Unit,OIL SPILL RESPONSE LTD,4020656, £750.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,External Training (Programme),Energy Markets & Infrastructure - Energy Development Unit,OIL SPILL RESPONSE LTD,4020656, £675.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Media Services,National Climate Change & Consumer Support - Communications,THE FINANCIAL TIMES LTD,4020657," £2,405.70 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Counsels Expert Legal Opinion on Points of Law,Energy Markets & Infrastructure - Office of Nuclear Development,PANNONE LLP,4020661, £735.00 
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Capital Grants - Other,National Climate Change & Consumer Support - Energy Efficiency & Consumers,HOOK NORTON LOW CARBON LTD,4020662," £1,552.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Salaries - Casuals (Programme),Energy Markets & Infrastructure - DECC Commercial Team,HAYS OFFICE SUPPORT,4020663, £641.29 
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4020665," £3,525.00 "
Department of Energy and Climate Change,Department of Energy and Climate Change,30/12/2010 ,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4020676," £2,880.98 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4020535, £747.23 
Department of Energy and Climate Change,Department of Energy and Climate Change,31/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4020545, £976.39 
Department of Energy and Climate Change,Department of Energy and Climate Change,31/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4020547, £866.97 
Department of Energy and Climate Change,Department of Energy and Climate Change,31/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4020549, £908.29 
Department of Energy and Climate Change,Department of Energy and Climate Change,31/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),DECC Private Office Group - DECC Private Office Group,ADECCO UK LTD,4020640, £590.39 
Department of Energy and Climate Change,Department of Energy and Climate Change,31/12/2010 ,Outsourced Programme Management Services,Energy Markets & Infrastructure - Energy Development Unit,STEELHENGE CONSULTING LTD,4020673," £1,762.50 "
Department of Energy and Climate Change,Department of Energy and Climate Change,31/12/2010 ,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Security and resilience,BROOK STREET (UK) LTD,4020679, £523.11 
